FRA Point;FRA Point Latitude;FRA Point Longitude
BAPHU;N511042;W0034443
BAPIM;N692805;E0150026
BAPOT;N621938;E0080525
BAREG;N695608;E0200000
BARKU;N603618;W0092436
BARUD;N623000;E0000000
BARUX;N711750;E0243820
BARVA;N565114;E0253248
BARVI;N690109;E0170613
BASTU;N614512;E0065806
BATPA;N613121;E0074635
BATSI;N710010;E0295903
BAVIL;N553439;E0082948
BAVIR;N691704;E0154307
BAVMO;N635658;E0263301
BAVTA;N553611;E0081800
BAZOQ;N590100;E0161800
BCN;N514332;W0031547
BDF;N690354;E0182758
BDO;N671600;E0142154
BEBGA;N700303;E0191818
BEBSO;N692618;E0171003
BEBUL;N554846;E0091521
BEDIK;N583929;E0071511
BEDLA;N593744;E0161330
BEDOS;N572135;E0150750
BEDRA;N490000;W0150000
BEDVI;N631438;E0101820
BEGDO;N655414;E0204253
BEGID;N563000;W0140000
BEGOD;N593816;E0050932
BEGSU;N623657;E0214657
BEKET;N585313;W0013120
BEKNA;N593140;E0245605
BELGU;N611245;E0103550
BELOX;N535316;W0032923
BELZU;N543940;W0061348
BEMUM;N605204;E0091622
BEPAN;N523136;W0061549
BEPEM;N615844;E0251843
BEPHE;N523034;W0024600
BEREP;N590209;E0014420
BEREP;N590209;E0014420
BEREP;N590209;E0014420
BERIL;N562147;E0232535
BERON;N645628;E0113958
BESGA;N604723;W0075446
BESLA;N655127;E0221837
BETAL;N564909;E0262810
BETMA;N703720;E0190038
BETMA;N703720;E0190038
BETRO;N614655;E0024955
BETUD;N550026;E0123121
BEVAM;N554353;E0001503
BEVIP;N701909;E0190615
BEVNA;N655721;E0282256
BEVOM;N602752;E0222837
BEVUM;N560149;E0115846
BEXET;N540000;W0140000
BEXUL;N653534;E0240914
BEXUL;N653534;E0240914
BEXUL;N653534;E0240914
BHD;N502355;W0032937
BIBLA;N510809;W0085436
BIBPE;N514259;W0015109
BIENE;N564530;E0215332
BIGSI;N695653;E0240000
BIKRU;N545500;E0141000
BIKRU;N545500;E0141000
BILLY;N600111;W0083408
BILTO;N563000;W0150000
BIMGO;N493000;W0140000
BINRO;N580938;E0094710
BINRO;N580938;E0094710
BINTU;N650000;E0115258
BINWE;N611623;E0115509
BIRSI;N590655;E0260215
BISTA;N551212;E0120723
BITKU;N602937;E0065456
BIVKI;N582048;E0061446
BLACA;N545300;W0050932
BLOTE;N675445;E0132714
BNN;N652725;E0121251
BOBGA;N600456;E0081743
BOBLO;N615204;E0014329
BODRI;N622454;E0194927
BODRI;N622454;E0194927
BOFUM;N533214;W0053000
BOKIW;N690614;E0164533
BOMGU;N585424;E0104307
BOMGU;N585424;E0104307
BOMGU;N585424;E0104307
BONBY;N575330;W0042036
BOR;N602517;E0153109
BOXDI;N660955;E0123102
BOXHE;N500929;W0033830
BOYNE;N534602;W0053000
BRUCE;N561411;W0055028
BUCGO;N514606;W0023637
BUDON;N574207;W0003343
BUGAX;N610000;E0125357
BULIN;N651910;E0113500
BUNED;N523722;W0063748
BUNON;N522230;W0093237
BUPEG;N624711;E0211334
BURJA;N652228;E0245631
BUSOM;N555631;E0052341
CANZI;N510121;W0065812
CARWI;N512506;W0031744
CAWZE;N512227;W0015920
CESQA;N513941;W0013712
CLYDE;N555748;W0044732
CUTEL;N555309;E0022228
DANKA;N593557;E0235706
DANKO;N570000;E0064152
DANKO;N570000;E0064152
DANWO;N514723;W0014106
DAVAZ;N515259;W0052554
DAWLY;N503427;W0032750
DEDIT;N631530;E0202702
DEGAL;N603820;E0175724
DEGAV;N574341;E0122025
DEGED;N620601;E0164844
DEGOS;N541121;W0065423
DEGOS;N541121;W0065423
DEGOS;N541121;W0065423
DEJEM;N534629;W0043636
DEKEB;N631749;E0090512
DEKIK;N564552;E0141828
DEMIR;N545011;E0095110
DEMIR;N545011;E0095110
DENOG;N572553;W0014516
DEPEX;N591131;E0150121
DEPUK;N674005;E0263739
DEREX;N574022;E0201239
DEREX;N574022;E0201239
DESON;N565341;E0202513
DETMU;N645004;E0132912
DETNA;N573515;E0110409
DETNI;N545500;E0142039
DETNI;N545500;E0142039
DETSO;N583600;E0141552
DETUS;N550122;E0125959
DEVAM;N691333;E0204938
DEVBI;N604254;W0084610
DEVOL;N535325;W0102603
DEXEN;N531649;W0053000
DEXOP;N665626;E0191619
DIBDI;N695931;E0203737
DIBVA;N623752;E0142655
DIDAX;N592511;E0112751
DIGAK;N622249;E0110347
DIGAN;N525613;W0081151
DIGOX;N590656;E0193610
DIKVI;N611744;E0142147
DIMLI;N545647;W0063655
DIMUM;N620000;E0102151
DIMUS;N521423;W0061505
DINIM;N510000;W0150000
DININ;N591858;E0100304
DIPEB;N561057;E0175835
DIPUM;N611300;E0245508
DIQSE;N514800;W0051553
DIRAV;N634923;E0133907
DIRIV;N674946;E0162215
DIRUM;N530010;W0063940
DISGO;N550906;E0124401
DISGO;N550906;E0124401
DISIB;N605807;E0221414
DISMU;N663157;E0135444
DISRU;N583550;E0174401
DITEB;N693344;E0175523
DIVAM;N595054;E0233537
DIVEG;N625444;E0214317
DIWDE;N582800;E0172800
DIXUR;N693133;E0242134
DIZIM;N520224;W0031107
DOBAN;N594758;E0242709
DOBEL;N553622;E0112324
DODAM;N600240;E0191806
DODAM;N600240;E0191806
DODAM;N600240;E0191806
DODEP;N634324;E0252356
DOGAL;N540000;W0150000
DOHOR;N575159;E0272331
DOKEN;N554055;E0020656
DOKIX;N622234;E0051108
DOKOT;N561333;E0212146
DOLAT;N580038;E0245901
DOLEX;N585402;E0212325
DOLIP;N520000;W0120000
DOLUN;N564936;E0272805
DOLUR;N492904;W0050326
DONEX;N700648;E0240000
DONIB;N554309;W0074144
DOPIK;N592616;E0260250
DOPUD;N680829;E0231918
DOPUD;N680829;E0231918
DOPUD;N680829;E0231918
DOPUX;N605545;E0073118
DOREV;N553200;E0073500
DOROR;N550000;E0070918
DOROR;N550000;E0070918
DOSAX;N671551;E0150826
DOSUN;N600703;W0062339
DOSUR;N545131;E0091139
DOSUR;N545131;E0091139
DUBIN;N554846;E0265841
DUFFY;N543053;W0055139
DUPPE;N701931;E0222347
DUZOC;N610957;E0115823
EBAMU;N601954;E0084422
EBAVA;N544300;E0104200
EBEBU;N600542;E0202716
EBIXO;N625445;E0281435
EBURI;N594800;E0143938
ECCIT;N520748;W0053844
EDANU;N625105;E0052716
EDAPA;N625513;E0042234
EDAXA;N624654;E0193756
EDERA;N570827;E0203538
EDEXU;N635810;E0115128
EDIVI;N695821;E0183718
EDUTA;N680752;E0150736
EGAGO;N614033;E0121300
EGAGO;N614033;E0121300
EGAGO;N614033;E0121300
EKDAN;N701230;E0202202
EKDIV;N554149;E0112247
EKLIN;N561930;E0213629
EKLON;N583025;E0254255
EKLOT;N622926;E0105643
EKMAS;N694013;E0172448
EKMIK;N651506;E0234339
EKMIK;N651506;E0234339
EKNAG;N635047;E0183927
EKNAM;N692119;E0175131
EKNID;N594300;E0220945
EKRAB;N675909;E0153815
EKRAL;N554636;E0135746
EKRUX;N641754;E0104422
EKTAR;N604843;E0055329
ELBOB;N544358;W0074438
ELBOB;N544358;W0074438
ELBOG;N650946;E0213053
ELBUS;N552943;W0040436
ELBUX;N573319;E0115837
ELDAP;N695828;E0245944
ELDUR;N685739;E0171338
ELGIK;N572935;E0065238
ELKOG;N602648;W0093000
ELKOP;N583500;E0095432
ELKUL;N654119;E0133941
ELMIG;N553809;E0080845
ELNIF;N515119;W0024922
ELPAX;N580544;E0151624
ELPOP;N634621;E0250603
ELRES;N701254;E0161745
ELRID;N593409;E0182718
ELRIP;N503745;W0025924
ELSAN;N564219;E0034358
ELSEV;N701110;E0225322
ELSID;N643630;E0113629
ELSOV;N624815;E0252107
ELSOX;N510000;W0140000
ELTIG;N514513;W0075006
ELTOK;N594928;E0165924
ELVAV;N575758;E0105735
ELVEN;N682408;E0162018
ELVIX;N552443;E0140539
ELVOM;N594040;E0110730
EMDAM;N655635;E0135222
EMDEG;N622302;E0113647
EMDUR;N635934;E0233431
EMGAT;N550947;W0044512
EMJEE;N520355;W0015842
EMKAV;N694637;E0210835
EMKIN;N655422;E0111936
EMLER;N611058;E0074243
EMLET;N674500;E0214154
EMPER;N490000;W0090000
EMPOM;N601252;E0214240
EMWIP;N500320;W0031909
ENDEQ;N532644;W0053000
ENENU;N615728;E0082741
ENETI;N610429;E0233420
ENEXI;N691951;E0254510
ENEXI;N691951;E0254510
ENHAQ;N512423;W0014313
ENJEX;N520321;W0060228
ENOKU;N530604;W0073939
ENOVA;N585724;E0101550
ENOXI;N665432;E0213933
ENULA;N535821;W0081552
EPACE;N511421;W0033111
EPALU;N630740;E0084915
EPCAN;N565532;W0020659
EPILO;N554940;E0082444
EPOTU;N595235;E0040427
EPUNA;N503000;W0140000
ERABI;N530054;W0093403
ERAKA;N580000;W0100000
ERAKO;N610051;E0220526
ERGAT;N560337;E0091818
ERIVA;N562208;E0243749
ERKOM;N611335;E0274253
ERKOR;N640052;E0091720
ERMEG;N625741;E0064547
ERMEX;N585041;E0235800
ERNAN;N541644;W0072334
ERNAN;N541644;W0072334
ERNAN;N541644;W0072334
ERNOV;N561008;E0123426
ERNUT;N611710;E0251647
EROKU;N620136;E0261656
ERPUG;N695218;E0213011
ERSAX;N620735;E0105215
ERSER;N613000;E0000000
ERSON;N562748;W0041824
ERTER;N513343;W0080337
ERTOP;N620138;E0252535
ESEBA;N600046;E0122332
ESEBA;N600046;E0122332
ESOSI;N583500;E0101625
ETARI;N553000;W0150000
ETENA;N624944;E0284550
ETIGA;N540239;W0044727
ETILO;N573000;W0100000
ETIPU;N640802;E0170122
ETNAH;N514126;W0031424
ETNOR;N603725;E0035743
ETOBA;N621120;E0294040
ETOMI;N614257;E0152159
ETPIG;N561115;E0141254
ETROD;N635705;E0274819
ETRUS;N552824;E0153805
ETSOM;N575331;W0093000
ETSON;N645720;E0174230
ETUVA;N673500;E0145000
ETVOK;N570300;E0093600
EVABO;N680505;E0161052
EVADI;N592023;E0215126
EVAKI;N561422;E0072852
EVANI;N685733;E0162136
EVBAK;N490000;W0100000
EVBAS;N560844;E0122840
EVBAS;N560844;E0122840
EVBED;N551351;E0123740
EVBEV;N574710;W0074041
EVCOR;N505614;W0070652
EVD;N682726;E0164055
EVGUN;N581616;E0100057
EVGUN;N581616;E0100057
EVGUN;N581616;E0100057
EVIMI;N671506;E0245502
EVIRO;N602230;E0244754
EVLAK;N692150;E0284256
EVLAN;N601508;E0190643
EVLAN;N601508;E0190643
EVLED;N622252;E0073523
EVLIT;N610247;E0230429
EVMIV;N680709;E0150435
EVNAL;N572431;W0093000
EVNAN;N613411;E0065100
EVNEN;N630000;E0113827
EVOLA;N683040;E0245836
EVONA;N570954;E0195529
EVONA;N570954;E0195529
EVRIG;N643337;E0281131
EVRIN;N514656;W0063348
EVRIN;N514656;W0063348
EVROL;N663539;E0142411
EVSES;N572229;E0093759
EVSET;N645915;E0252804
EVTAR;N552751;W0001521
EVTOG;N604900;E0095612
EVTOL;N521101;W0053114
EXFUL;N645411;E0131258
EXIKU;N625205;E0273114
EXUPA;N602313;E0230638
EXUTI;N680638;E0242059
FACTU;N522103;W0021713
FADZU;N515256;W0035854
FALLE;N593409;E0084157
FATXO;N563858;E0215849
FELCA;N514931;W0033220
FENIK;N554255;W0041731
FIMCA;N501648;W0033001
FINDO;N562209;W0032749
FLARE;N584823;E0060557
FLO;N613454;E0050113
FLS;N601840;E0051244
FOGGO;N592350;E0092952
FONZU;N504922;W0035359
FORTY;N575700;E0003545
FOXLA;N520157;W0041237
FOXSA;N615451;E0175629
FOYLE;N560834;W0042256
FULSE;N584956;E0213219
FUZFA;N705246;E0280340
FYNER;N560256;W0050655
GAJIT;N512040;W0020000
GAJPA;N630014;E0180105
GAKNU;N615211;E0051435
GALPI;N625049;E0200825
GAPLI;N500000;W0080000
GAPLI;N500000;W0080000
GAPLI;N500000;W0080000
GAPRO;N691021;E0214746
GAPRO;N691021;E0214746
GARKA;N554635;E0052540
GARSO;N560846;E0200456
GATRI;N645600;E0293700
GATRI;N645600;E0293700
GATVA;N573430;E0262318
GAVGA;N602208;E0081145
GEDLU;N594839;E0053531
GEGNU;N685751;E0164018
GEKLI;N571643;E0250302
GELDA;N565217;E0193400
GELDA;N565217;E0193400
GELMA;N570223;E0141213
GELPO;N483839;W0093009
GELTI;N544726;E0100000
GEMKU;N613903;E0232551
GEMVA;N622241;E0014344
GEMVO;N645615;E0111956
GENVU;N593737;E0045551
GEPLO;N642249;E0102459
GEPTA;N593448;E0252914
GEPTU;N674739;E0152116
GESKA;N543703;E0115557
GETNO;N535548;W0032947
GETPA;N590209;E0115532
GEVRU;N604434;E0141947
GIBMO;N692308;E0180236
GIBSO;N504459;W0023107
GIBSU;N564547;E0031610
GIDKI;N631718;E0231507
GIDLA;N545900;E0085500
GIGIR;N621238;E0072243
GIGNI;N620000;E0112907
GIGOD;N570156;E0194301
GIGOV;N691323;E0210129
GIGOV;N691323;E0210129
GIGUT;N555544;E0094815
GIKAV;N640204;E0134738
GIKAV;N640204;E0134738
GIKIT;N603427;E0215851
GIKIV;N560356;E0090708
GIKOR;N634745;E0044804
GILAN;N551348;W0070300
GILAX;N572325;E0245515
GILEN;N680139;E0170604
GILEN;N680139;E0170604
GILGU;N692939;E0173024
GILKO;N661640;E0133556
GIMEX;N601730;E0101420
GIMLO;N584225;E0155037
GIMRO;N533910;W0054455
GIMRU;N543336;E0111849
GIMRU;N543336;E0111849
GINEK;N701357;E0212102
GINGA;N565530;W0093000
GINGO;N611837;E0064255
GIPER;N510000;W0120000
GIPOD;N642311;E0052537
GIROR;N550336;E0142424
GIRUX;N683337;E0144118
GISOK;N513009;W0050728
GISON;N555554;E0174206
GISOX;N670220;E0090334
GISTI;N530000;W0140000
GISUX;N630212;E0224836
GITER;N543840;E0110000
GITER;N543840;E0110000
GITEV;N673648;E0245018
GITUS;N502000;W0054160
GIVEM;N552754;E0001453
GIVON;N620809;E0105613
GIXUN;N572516;E0115209
GLESK;N565400;W0024745
GOBEK;N563351;E0223155
GOBOT;N543722;E0110510
GOBOT;N543722;E0110510
GODAG;N655736;E0120344
GODOB;N644213;E0233334
GODOG;N561603;E0105832
GOGOD;N680644;E0154255
GOGOX;N632259;E0094331
GOGPI;N683500;E0153700
GOKAB;N602600;E0062625
GOKEP;N614509;E0142330
GOKKI;N702747;E0223728
GOLGA;N561959;E0114142
GOLMI;N554638;E0123059
GOLUM;N552700;E0051700
GOMAV;N683958;E0231854
GOMAV;N683958;E0231854
GOMOT;N555510;W0003239
GOMUP;N570000;W0100000
GOMUP;N570000;W0100000
GONOS;N585633;E0253437
GORAX;N554822;E0130226
GOREV;N560312;E0050000
GOREV;N560312;E0050000
GOREV;N560312;E0050000
GORPI;N545500;E0153918
GOSAM;N554719;W0041202
GOSDI;N645919;E0212154
GOSOT;N544820;E0145128
GOSVA;N623128;E0252017
GOTAL;N581438;E0182743
GOTEM;N514926;W0074912
GOTEX;N571218;E0111622
GOTGO;N552507;E0020850
GOTNA;N543541;W0053553
GOW;N555214;W0042645
GREFI;N550000;E0055132
GREFI;N550000;E0055132
GRICE;N561148;W0034108
GRM;N601130;E0110427
GUBAV;N654624;E0135641
GUBJE;N520228;W0053243
GUBNO;N664609;E0083624
GUBNO;N664609;E0083624
GUBTU;N623855;E0221157
GULDU;N650658;E0252830
GUNPA;N610000;E0000000
GUNSO;N490310;W0114606
GUNTA;N562217;E0234520
GURGA;N530655;W0065000
GURLI;N582528;E0103358
GURLI;N582528;E0103358
HAVEN;N552740;W0025947
HAWFA;N513209;W0023813
HINSE;N563352;E0074141
HMF;N704215;E0234126
HMR;N601645;E0182330
HOCCA;N655738;E0122810
HOTXI;N511506;W0020000
HTK;N695535;E0210011
HUMBE;N673209;E0223657
IBADU;N691125;E0194855
IBETU;N701146;E0193836
IBEVU;N654134;E0285742
IBGAX;N594320;E0152345
IBGIV;N693456;E0202055
IBLAD;N620034;E0063304
IBNAL;N684245;E0140812
IBNIC;N651913;E0183640
IBNIL;N552141;E0113038
IBOLU;N562310;W0030803
IBOSU;N613712;E0251743
IBREK;N562330;E0121356
IBRIM;N703247;E0251752
IBROD;N563000;W0100000
IBROD;N563000;W0100000
IBROD;N563000;W0100000
IBSAN;N664230;E0250105
IBSAT;N591624;E0111006
IBSEK;N692122;E0162931
IBUKA;N552600;E0085500
IBUZU;N590040;E0252814
IBVAR;N604409;E0204858
IBVAX;N623933;E0082913
IBVIS;N675506;E0144117
IBVUT;N602135;E0212040
ICOMA;N690935;E0174322
ICOSA;N513748;W0035210
IDEPI;N604239;E0254739
IDIPI;N585737;E0065414
IDLIN;N694905;E0200000
IDMET;N702946;E0223733
IDNIS;N610527;E0220436
IDPAL;N562738;E0141841
IFCAG;N583400;E0171500
IGORO;N562136;E0281200
IJALA;N511658;W0062553
ILFAK;N582852;E0265420
ILFUR;N611303;E0092029
ILZIN;N610524;E0121932
ILZUM;N710751;E0254253
INBAS;N564200;W0041459
INBOB;N553625;E0050000
INBOB;N553625;E0050000
INBOB;N553625;E0050000
INDOP;N583312;E0074850
INFEC;N513238;W0041131
INGIS;N583640;E0172755
INKEV;N631454;E0081941
INKOB;N535216;W0042414
INKUR;N533551;W0072329
INLAM;N700201;E0205157
INLAN;N560501;E0081929
INLEK;N651939;E0241443
INLOG;N601018;E0265647
INNUF;N590705;W0080235
INPUN;N554704;E0112211
INRAD;N521529;W0090901
INRER;N560310;E0124849
INREX;N610050;E0121300
INSAP;N581935;E0082630
INSOB;N605118;E0210007
INSUK;N582127;E0202852
INSUS;N551330;E0080157
INTET;N561335;E0092441
INTOR;N594940;E0251112
INTUM;N605815;E0055058
INUSE;N695516;E0193017
INVAL;N682159;E0145524
INVOL;N573916;E0111317
INVOL;N573916;E0111317
INVON;N552702;W0021836
IOM;N540401;W0044549
IPDUR;N603815;E0220145
IPLIL;N700409;E0311429
IPMOD;N594422;E0081747
IPMOT;N602711;E0231035
IPNIK;N621758;E0055106
IPNUS;N575909;E0075919
IPSUB;N550000;E0075711
IPSUB;N550000;E0075711
IPTIP;N700214;E0283351
IPTOK;N610115;E0031446
IPTON;N620000;E0000000
IRBEX;N562210;E0245731
IRGAL;N624950;E0200039
IRGAL;N624950;E0200039
IRJUB;N603812;E0265338
IRKAM;N560445;E0083222
IRKEL;N670501;E0133549
IRLOT;N600859;E0254450
ISVIG;N630000;E0000000
ITSUX;N560300;E0033000
ITVAV;N664430;E0195658
IVDAL;N694738;E0200000
IXONO;N643530;E0244107
IXUBI;N642834;E0280821
IXUMA;N604909;E0115923
JABEX;N490000;W0093009
JETZI;N513027;W0035212
JON;N574538;E0140356
JONAZ;N572100;E0100706
JOZMA;N503738;W0035635
KAL;N564107;E0161703
KAMJU;N523450;W0023151
KARLI;N570000;E0053027
KARLI;N570000;E0053027
KARLI;N570000;E0053027
KARNO;N525340;W0025354
KASFI;N553526;E0123649
KEDUX;N561246;E0193424
KEFFA;N611807;E0211133
KEGAX;N692911;E0171554
KEKEL;N643407;E0131359
KEKEL;N643407;E0131359
KEKOD;N613917;E0073441
KEKOV;N545658;E0142628
KEKUP;N604813;E0085142
KELAS;N602807;E0191033
KELAS;N602807;E0191033
KELAS;N602807;E0191033
KELEK;N683012;E0282730
KELIN;N581437;E0120315
KELLY;N535419;W0042151
KEMAX;N560735;E0132714
KEMEG;N564315;E0085221
KEMET;N584321;E0243513
KEMIV;N615358;E0082555
KESEG;N600058;W0060056
KESIX;N565700;W0140000
KESUR;N545026;E0095315
KESUR;N545026;E0095315
KETAL;N551605;E0112158
KETEL;N641157;E0211150
KETOL;N614800;E0300500
KEXLE;N592441;E0245018
KIIKA;N694500;E0205851
KIK;N694326;E0295209
KIROW;N694326;E0295209
KISWO;N523727;W0030824
KLAKI;N502217;W0030754
KLONN;N582324;E0024944
KLONN;N582324;E0024944
KLONN;N582324;E0024944
KOFUT;N614304;E0232109
KOGAD;N493000;W0150000
KOGAV;N600452;E0171347
KOIVU;N595041;E0243955
KOKAK;N552929;E0124254
KOKAL;N585735;W0025338
KOKAT;N624000;E0312231
KOKIB;N543000;W0140000
KOKOR;N542741;E0114124
KOKOR;N542741;E0114124
KOLEV;N584334;E0264416
KOLJA;N560000;E0164853
KOLOB;N544923;E0145639
KOMAG;N514335;W0083655
KOMAL;N563439;E0230536
KOMEK;N622518;E0310630
KOMER;N525058;W0065000
KOMIG;N701854;E0233437
KOMUX;N703325;E0183242
KOPES;N711027;E0280609
KOPEX;N545813;E0112804
KOPIM;N560802;E0122954
KOR;N552622;E0113754
KORAK;N532342;W0074735
KORET;N584839;E0115405
KORXA;N514214;W0044719
KOSEB;N544648;E0123552
KOSEB;N544648;E0123552
KOSKA;N591058;E0204034
KOSKA;N591058;E0204034
KOSMO;N550055;E0124349
KOSOB;N614704;E0071219
KOTAM;N560758;E0145012
KOTIV;N630628;E0040621
KOTIV;N630628;E0040621
KOTOS;N625244;E0202341
KOTUT;N621918;E0110657
KOVIK;N573335;E0083427
KOVIK;N573335;E0083427
KOVIK;N573335;E0083427
KOXEN;N670124;E0123800
KOXIM;N582401;E0154408
KOXOL;N630802;E0072357
KRA;N674909;E0202015
KRAGY;N520711;W0045655
KRM;N592048;E0051206
KSD;N592633;E0131954
KUBEP;N625225;E0084020
KUBIS;N551323;E0122854
KUGAL;N550000;E0073714
KUGAL;N550000;E0073714
KUGUR;N553000;W0100000
KUGUR;N553000;W0100000
KUGUR;N553000;W0100000
KULUD;N561538;E0121959
KUNEM;N584728;E0042102
KUNUB;N692015;E0210029
KUNUX;N585552;E0243943
KUPAX;N620714;E0072615
KURUM;N521343;W0083953
KUVEM;N601126;E0235614
KUVOX;N580459;W0073624
KUVUS;N572017;E0110000
KVB;N630705;E0074839
LABAN;N581010;E0131740
LAGAV;N565335;W0041210
LAGIS;N563318;E0155613
LAGUM;N572720;E0091606
LAKAG;N693443;E0200000
LAKOK;N711201;E0284922
LAKUT;N602617;E0235235
LALAB;N700859;E0265559
LALIL;N574625;E0121038
LAMLU;N694701;E0155042
LAMMA;N555130;W0024603
LAMOS;N654817;E0215653
LAMPI;N633219;E0210212
LAMPI;N633219;E0210212
LAMRO;N570151;E0033309
LANGO;N545644;E0105123
LANON;N522552;W0042221
LANPI;N521115;W0052330
LANTI;N572902;E0071339
LAPIX;N635421;E0202844
LAPMA;N563733;E0112051
LAPMO;N532411;W0055644
LAPMU;N692445;E0283156
LAPOT;N583758;E0042627
LAPSA;N572013;E0223813
LAPSI;N585514;E0141820
LAPVI;N702506;E0242256
LARGA;N545150;E0040912
LARMA;N551628;E0163006
LARTI;N594010;E0243458
LASGI;N560648;E0122716
LASLI;N565542;E0120042
LASMA;N562607;E0201255
LASNO;N483554;W0090000
LASRO;N560423;E0084850
LATEG;N574627;E0220616
LATKA;N581049;E0254645
LATKU;N583326;E0115813
LATLA;N572249;E0274109
LATVI;N565301;E0163608
LAUGA;N555731;E0260159
LAV;N573922;E0121724
LAVNA;N684852;E0174244
LEBDA;N552225;E0123743
LEBDO;N673835;E0141057
LEDGO;N511424;W0073405
LEDGO;N511424;W0073405
LEDUN;N595830;E0260642
LEGLU;N681327;E0160231
LEGPO;N600246;E0142618
LEKVA;N513000;W0140000
LELDA;N572615;E0224633
LEMGU;N522422;W0052236
LEMLA;N592451;E0254044
LEMSI;N590049;E0224822
LENSA;N694359;E0200000
LENSO;N631539;E0195908
LEP;N563046;E0210505
LEPTI;N633319;E0043311
LERVI;N642049;E0102652
LESLU;N510000;W0080000
LESLU;N510000;W0080000
LESNI;N573233;W0011622
LESRA;N552308;E0050000
LESRA;N552308;E0050000
LESRA;N552308;E0050000
LETPA;N620000;E0100726
LIBSI;N584353;E0161459
LIDNA;N661952;E0152739
LIDNA;N661952;E0152739
LIFFY;N532848;W0053000
LIKSO;N622654;E0222657
LILBA;N604935;E0114445
LILBI;N551511;E0124058
LILNO;N513533;W0091312
LIMRI;N520000;W0150000
LINLI;N643444;E0124011
LINRA;N513447;W0100156
LINSA;N594328;E0172442
LINVI;N570000;E0071338
LINVI;N570000;E0071338
LINVI;N570000;E0071338
LIPGO;N530350;W0053000
LIPGO;N530350;W0053000
LIPSA;N691850;E0132617
LISGO;N560820;E0253417
LITPA;N562229;E0215639
LITPI;N701018;E0210528
LIVLI;N671543;E0164848
LIVLU;N602035;E0212750
LIVMA;N642410;E0120923
LIZAD;N493525;W0041949
LND;N500811;W0053813
LOBBI;N571905;E0112953
LOBGA;N643927;E0244841
LODLA;N515610;W0103141
LOFAD;N623506;E0235446
LOGBU;N622729;E0100029
LOGNA;N575035;E0213937
LOLKI;N615409;E0075158
LOMLA;N603527;E0131137
LOMPU;N543532;E0111210
LOMPU;N543532;E0111210
LOMVI;N700500;E0190008
LONDU;N525500;W0123000
LONSA;N590456;E0235004
LORTA;N553146;W0035631
LOSSE;N675830;E0144300
LOTWA;N695839;E0232219
LUCSA;N523707;W0025656
LUGAS;N551947;E0105747
LUKAX;N574249;E0130854
LUKED;N563107;E0200535
LUKIG;N635855;E0181039
LUKUN;N592715;E0272647
LULAX;N690854;E0172344
LULIL;N603048;E0113729
LULIV;N674559;E0115256
LULOX;N502200;W0080000
LULOX;N502200;W0080000
LUMME;N623837;E0244957
LUNIG;N522350;W0081634
LUNIP;N591100;E0111855
LUNIP;N591100;E0111855
LUNIT;N561031;E0250931
LUNUR;N605024;E0060507
LUPET;N593825;E0195235
LUPET;N593825;E0195235
LUPET;N593825;E0195235
LUPOR;N523232;W0094207
LUPUR;N545928;E0120303
LURAP;N690525;E0181602
LURAR;N581906;E0145704
LURUX;N665537;E0132619
LUSAG;N682039;E0262137
LUSAT;N531000;W0061400
LUSEN;N603000;W0100000
LUSEP;N605708;E0251553
LUSID;N545500;E0151746
LUSIM;N574108;E0215859
LUSIV;N554002;W0041441
LUSOD;N535623;W0041926
LUTAL;N575358;E0235453
LUTIR;N550351;E0082458
LUTIR;N550351;E0082458
LUTOT;N584249;E0092738
LUTOV;N551422;W0100000
LUTOV;N551422;W0100000
LUTOV;N551422;W0100000
LUTUR;N633100;E0084200
LUTUS;N560603;E0095940
LUVED;N693354;E0223242
LUXAM;N661855;E0123714
LUXEM;N591402;E0231225
LUXTO;N520831;W0020338
MAC;N552548;W0053901
MADAD;N555447;W0014402
MADAG;N562250;E0120049
MAGEE;N544730;W0053630
MAGIR;N712000;E0262034
MAGIR;N712000;E0262034
MAKEL;N542658;E0114801
MAKEL;N542658;E0114801
MAKUR;N572547;E0112425
MAKUX;N535830;W0045228
MALIV;N550946;E0130213
MALOT;N530000;W0150000
MAMIP;N605215;E0074537
MAMOP;N603430;E0255904
MANIG;N494707;W0031534
MANKI;N685700;E0194520
MAPAG;N510000;W0083000
MAPEV;N682335;E0215429
MARIP;N544323;E0112515
MAROM;N602652;E0240237
MARXO;N663617;E0264456
MASEV;N601040;E0123205
MASEV;N601040;E0123205
MASEV;N601040;E0123205
MASOP;N540921;W0042115
MATEK;N550059;E0124803
MATIK;N610000;W0080400
MATZE;N592657;E0093730
MAVET;N540257;W0033104
MAVIP;N625624;E0130456
MAXEL;N551233;E0115409
MAXUM;N553941;E0133614
MEDAT;N610713;E0105348
MEDOG;N515701;W0033258
MEGAR;N542806;E0113854
MEGAR;N542806;E0113854
MES;N610559;E0103834
MIDIC;N552300;E0144400
MIGVA;N642238;E0134607
MIKDA;N643814;E0105929
MIKMU;N681134;E0145231
MIKMU;N681134;E0145231
MIKNA;N575425;E0155519
MIKNU;N642639;E0252614
MIKRO;N552454;E0080959
MIKSI;N561210;E0113527
MILNU;N595837;E0151801
MILTA;N574117;E0212719
MILXO;N590019;E0264329
MIMKI;N665609;E0160526
MIMKI;N665609;E0160526
MIMKI;N665609;E0160526
MIMKU;N560000;W0100000
